11,11,11,11,11,105,13,13,13,13,13,105,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,300,13,13,13,13,13,301,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,102,13,13,13,13,13,102,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,104,103,103,302,103,103,101,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,50
11,11,11,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11
11,11,11,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11
11,11,11,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11
11,11,11,11,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,51,11,11,52,11,11,53,11,11,54,11,11,11,11,11,11,11,11,11
