11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11
11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11
11,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,11
11,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,11
11,13,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,13,13,11,13,11
11,13,11,13,13,11,106,11,11,11,11,11,11,11,11,106,11,13,13,11,13,11
11,13,11,13,13,11,11,117,117,117,11,117,300,117,117,11,11,13,13,11,13,11
11,13,11,13,13,11,11,117,11,11,11,11,11,11,117,11,11,13,13,11,13,11
11,13,11,13,13,11,11,117,11,11,11,11,11,11,117,11,11,13,13,11,13,11
11,13,11,13,13,11,11,117,117,117,117,117,117,117,117,11,11,13,13,11,13,11
11,13,11,13,13,11,106,11,11,11,11,11,11,11,11,106,11,13,13,11,13,11
11,13,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,13,13,11,13,11
11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11
11,13,11,106,106,11,11,107,108,108,108,108,108,108,109,11,11,106,106,11,13,11
11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
